,location,company_name,job_title,summary
183,London,Inspiring Interns,Operations/ Finance Assistant,"By bridging the gap between creative and web development, they work together with internal teams to architect, deliver, test and maintain reliable, scalable…"
184,London,Page Personnel - UK,Charity Finance Assistant,"Preparing invoices, including grant claims.
Banking of cheques & cash as required.
Processing BACS and cheque payments.
Controlling debit card & petty cash."
185,East London,Inspiring Interns,Finance Assistant,"You will be hands on, enthusiastic, passionate, ambitious and full of drive.
Professional development – budget plus time (5 days!) to spend on whatever helps…"
186,London,Aston Charles,Junior/ Trainee Financial Adviser - London,"Ongoing mentoring – hands on support to ensure long-term success.
Marketing support – providing a regular, sustained flow of new clients and business…"
187,London,KennedyPearce Consulting,Finance Assistant,"Respond to queries and issues arising in a timely and professional manner.
As a business they manage lifestyle, investment portfolio and assets of high net…"
188,London,Octavius Finance,Global Equity Analyst (Intern Position) – Market Neutral Long Short Fund,"Working closely with PM’s and the CIO to screen investment ideas.
Updating, creating and building on new and existing valuation models."
189,London,Citadel Enterprise Europe Limited,Associate,The Associate will conduct analysis of European stocks and make investment recommendations and decisions based upon his/her independent research and analysis.
190,London,Page Personnel - UK,Band 6 NHS Finance Analyst,"The Band 6 NHS Finance Analyst role requires the candidate to:
Produce annual income and expenditure base budget schedules for each sub division/department…"
191,London,Cedar Recruitment Limited,Finance Business Partner,The ideal candidate for the role of Finance Business Partner will be a qualified accountant (ACA / CIMA / ACCA) who has already gained significant analytical…
192,London,Inspiring Interns,Finance Administrator Intern,"The position primarily supports all Finance and Accounting tasks in the London Office.
The role is to assist the UK Finance team with general accounting,…"
193,London,Universal Business Team,Accounts Assistant,"The company is operationally excellent and enjoys great customer loyalty.
You will be responsible for performing daily accounting tasks that will support the…"
194,London,Marks Sattin Specialist Recruitment,Accounts Assistant,"Support the communication of queries between the firm and the Corporate Team.
This role is perfect for someone who is looking for a long term, stable role and…"
195,London,Media Contacts Ltd,Financial Analyst – Entry level,A high growth start-up providing business critical intelligence to banks and law firms are looking to add a Junior Analyst to their team in order to research…
196,London,Aston Charles,Junior/ Trainee Financial Adviser - Reading,"Ongoing mentoring – hands on support to ensure long-term success.
Marketing support – providing a regular, sustained flow of new clients and business…"
197,London,Law Choice Recruitment,Junior Finance Administrator,Are you a recent School or College leaver with a passion or Maths? Or are you keen to get into Legal Finance? This could be the start of something special!…
198,London,Tiger Recruitment Ltd,Junior Assistant - Investment Banking,"This is role is suited for someone eager to grow and expand their knowledge of banking.
It is a Junior role, therefore, are looking for someone flexible and…"
199,London SE1 4YB,Women in Sport,Finance Officer (Fixed term 6-8 months),"Demonstrable experience of finance systems and processes.
Update and run the monthly management account and cost centre templates, liaising with budget holders…"
200,London SE1,Institutional Shareholder Services Inc,Junior Sales – Sustainable Finance Solutions,Partner with senior sales executives to hand off qualified leads and facilitate continued development of opportunities: prepare meetings with potential clients…
201,London,Carneys Community,Finance Officer,"; Dealing with supplier and staff queries and producing ad hoc reports as required;
; Ensuring all income and expenditure transactions are accurately recorded…"
202,London,Page Personnel - UK,Charity Finance Assistant,"Preparing invoices, including grant claims.
Banking of cheques & cash as required.
Processing BACS and cheque payments.
Controlling debit card & petty cash."
203,London,Greenwich Partners,"Trainee equity research analyst, European Pharmaceuticals, major bank",The role will work with one of the most successful teams and work with the senior analysts on writing equity research for their hedge funds and asset management…
204,London,Stanton House,Finance Data Analyst - R2R,A global business are looking for a highly proficient Finance Business Analyst to come in and support the R2R workstream.
205,London,The JM Group,Finance Analyst - Reconciliations,"The ideal Reconciliation Analyst will be responsible for reconciling the data between two systems.
Need to make sure the balances reconcile and they are the…"
206,London,Morgan McKinley,"Finance Specialist (2-3 days / week, Permanent)","Working in a small, closely-knitted team, you will help the management team to analyze profits and costs, and forecast yearly and monthly results."
207,London,Page Personnel - UK,Part Time Finance Assistant - Consultancy Brand,"Once payment run has been approved, mark invoices that have been paid and file.
Prepare bank payment on-line as indicated ready for approval."
